,table,count_into_etl,count_select_dev
3395,tbl_147559,0,0
3396,tbl_149688,0,5
3397,tbl_149767,22,0
3398,tbl_149784,0,0
3399,tbl_160661,0,2
3400,tbl_162604,0,2
3401,tbl_164590,0,2
3402,tbl_166565,0,2
3403,tbl_168543,0,2
3404,tbl_170521,0,2
3405,tbl_172478,0,2
3406,tbl_195793,0,8
3407,tbl_350154,33,0
3408,tbl_14504,3,0
3409,tbl_45385,1,0
3410,tbl_200420,0,0
3411,tbl_20785,26,0
3412,tbl_80880,12,0
3413,tbl_80881,0,0
3414,tbl_8520,24,0
3415,tbl_73972,0,7
3416,tbl_10412,52,0
3417,tbl_9898,46,0
3418,tbl_85676,14,0
3419,tbl_164533,26,0
3420,tbl_164532,0,0
3421,tbl_131651,12,0
3422,tbl_201703,10,0
3423,tbl_39060,27,0
3424,tbl_39137,108,0
3425,tbl_289939,0,0
3426,tbl_289940,54,0
3427,tbl_12647,10,0
3428,tbl_35023,20,0
3429,tbl_38143,12,0
3430,tbl_200304,24,0
3431,tbl_200311,24,0
3432,tbl_200337,24,0
3433,tbl_200360,14,0
3434,tbl_200364,24,0
3435,tbl_200367,26,0
3436,tbl_200380,26,0
3437,tbl_200391,16,0
3438,tbl_200394,24,0
3439,tbl_200397,26,0
3440,tbl_200400,14,0
3441,tbl_200403,24,0
3442,tbl_200407,24,0
3443,tbl_200408,14,4
3444,tbl_200415,16,0
3445,tbl_200421,14,0
3446,tbl_200443,26,0
3447,tbl_200449,16,0
3448,tbl_200452,14,0
3449,tbl_200454,14,0
3450,tbl_373596,12,0
3451,tbl_84673,13,0
3452,tbl_84686,13,0
3453,tbl_84888,13,0
3454,tbl_85063,12,0
3455,tbl_85085,13,0
3456,tbl_85346,12,1
3457,tbl_188732,0,4
3458,tbl_11082,2,0
3459,tbl_36839,12,0
3460,tbl_36859,23,0
3461,tbl_36872,23,0
3462,tbl_37005,2,0
3463,tbl_82685,14,20
3464,tbl_82702,0,22
3465,tbl_82706,14,4
3466,tbl_82709,14,0
3467,tbl_82711,14,0
3468,tbl_82779,0,0
3469,tbl_82844,14,0
3470,tbl_82869,13,22
3471,tbl_82957,14,0
3472,tbl_83025,0,19
3473,tbl_83026,0,0
3474,tbl_83031,0,19
3475,tbl_83047,0,0
3476,tbl_83117,13,0
3477,tbl_83293,0,20
3478,tbl_83298,14,20
3479,tbl_284940,92,0
3480,tbl_143087,26,0
3481,tbl_15947,24,0
3482,tbl_188675,0,4
3483,tbl_12579,12,0
3484,tbl_34989,24,0
3485,tbl_66538,24,0
3486,tbl_87889,12,0
3487,tbl_87888,0,0
3488,tbl_21195,18,0
3489,tbl_97698,11,0
3490,tbl_97697,0,0
3491,tbl_8502,26,0
3492,tbl_12640,11,0
3493,tbl_10833,24,0
3494,tbl_92202,0,0
3495,tbl_41012,10,0
3496,tbl_116695,0,0
3497,tbl_21422,28,0
3498,tbl_87652,14,0
3499,tbl_87892,13,0
3500,tbl_167254,0,0
3501,tbl_196132,26,0
3502,tbl_176466,0,0
3503,tbl_36847,6,0
3504,tbl_36863,24,0
3505,tbl_36876,24,0
3506,tbl_37014,1,62
3507,tbl_87777,12,22
3508,tbl_87793,0,45
3509,tbl_87802,13,48
3510,tbl_87803,12,0
3511,tbl_87839,0,21
3512,tbl_87871,0,1
3513,tbl_87934,12,21
3514,tbl_87938,13,0
3515,tbl_87962,12,45
3516,tbl_88049,12,24
3517,tbl_88117,0,40
3518,tbl_88120,0,60
3519,tbl_88124,0,60
3520,tbl_88140,0,49
3521,tbl_88209,13,0
3522,tbl_88293,0,63
3523,tbl_88343,12,111
3524,tbl_88386,0,99
3525,tbl_88391,12,99
3526,tbl_88399,0,44
3527,tbl_285129,96,0
3528,tbl_20677,16,0
3529,tbl_86275,0,0
3530,tbl_107955,0,0
3531,tbl_8297,14,0
3532,tbl_12003,30,0
3533,tbl_116504,0,4
3534,tbl_57839,26,0
3535,tbl_57837,0,0
3536,tbl_155569,11,0
3537,tbl_155568,0,0
3538,tbl_20876,24,0
3539,tbl_230231,0,0
3540,tbl_12671,11,0
3541,tbl_19979,24,0
3542,tbl_388713,3,0
3543,tbl_21271,0,0
3544,tbl_29482,9,0
3545,tbl_10326,28,0
3546,tbl_211120,56,0
3547,tbl_149159,0,0
3548,tbl_10420,56,0
3549,tbl_20814,22,0
3550,tbl_12173,18,0
3551,tbl_379942,24,0
3552,tbl_84676,12,0
3553,tbl_11330,2,0
3554,tbl_9347,24,0
3555,tbl_78486,28,0
3556,tbl_77652,0,0
3557,tbl_248933,0,24
3558,tbl_248934,0,0
3559,tbl_252015,13,0
3560,tbl_61342,22,0
3561,tbl_61343,0,0
3562,tbl_378420,6,0
3563,tbl_196107,26,0
3564,tbl_196421,26,0
3565,tbl_196536,0,0
3566,tbl_196580,24,0
3567,tbl_196808,22,0
3568,tbl_118696,12,0
3569,tbl_18116,3,0
3570,tbl_18117,3,0
3571,tbl_61172,13,0
3572,tbl_379881,22,0
3573,tbl_345293,10,0
3574,tbl_203829,24,0
3575,tbl_203828,0,0
3576,tbl_176143,22,0
3577,tbl_176142,0,0
3578,tbl_85646,14,0
3579,tbl_85688,14,0
3580,tbl_85691,14,0
3581,tbl_85734,12,0
3582,tbl_85968,13,0
3583,tbl_85971,0,0
3584,tbl_85992,0,0
3585,tbl_10411,52,0
3586,tbl_163134,0,0
3587,tbl_289923,3,0
3588,tbl_8534,24,0
3589,tbl_326360,9,0
3590,tbl_371153,0,0
3591,tbl_160858,0,0
3592,tbl_17899,3,0
3593,tbl_17897,3,0
3594,tbl_18366,2,0
3595,tbl_12649,11,0
3596,tbl_155503,0,5
3597,tbl_388808,0,0
3598,tbl_83820,12,0
3599,tbl_83819,0,0
3600,tbl_10441,52,0
3601,tbl_17518,26,0
3602,tbl_85681,14,0
3603,tbl_86542,0,0
3604,tbl_86554,12,0
3605,tbl_16045,22,0
3606,tbl_12439,24,0
3607,tbl_12438,24,0
3608,tbl_87722,14,0
3609,tbl_88390,0,0
3610,tbl_12688,12,0
3611,tbl_140502,28,0
3612,tbl_66987,11,0
3613,tbl_65699,0,0
3614,tbl_65908,24,0
3615,tbl_65996,24,2
3616,tbl_66210,0,0
3617,tbl_66212,0,1
3618,tbl_66217,0,1
3619,tbl_66671,10,0
3620,tbl_191595,1,130
3621,tbl_191598,1,150
3622,tbl_192295,1,174
3623,tbl_201006,0,62
3624,tbl_201287,20,36
3625,tbl_201323,0,47
3626,tbl_201723,0,61
3627,tbl_201852,18,35
3628,tbl_201917,0,60
3629,tbl_202122,0,60
3630,tbl_202337,0,60
3631,tbl_202467,18,35
3632,tbl_202471,0,62
3633,tbl_202532,0,61
3634,tbl_175518,20,0
3635,tbl_21631,24,0
3636,tbl_112669,0,0
3637,tbl_10577,12,0
3638,tbl_118219,24,0
3639,tbl_165877,12,0
3640,tbl_176490,0,0
3641,tbl_51998,0,0
3642,tbl_80528,22,0
3643,tbl_80699,0,0
3644,tbl_9709,24,0
3645,tbl_10525,14,0
3646,tbl_203133,9,0
3647,tbl_203132,0,0
3648,tbl_21040,3,0
3649,tbl_21041,3,0
3650,tbl_60202,22,2
3651,tbl_60418,0,1
3652,tbl_60423,0,1
3653,tbl_60878,10,0
3654,tbl_80511,13,0
3655,tbl_11166,2,0
3656,tbl_10051,24,0
3657,tbl_207216,0,0
3658,tbl_21263,16,0
3659,tbl_176492,0,0
3660,tbl_74597,22,0
3661,tbl_74595,0,0
3662,tbl_48728,32,0
3663,tbl_89475,13,0
3664,tbl_21424,16,0
3665,tbl_10459,54,0
3666,tbl_151874,0,5
3667,tbl_77208,0,0
3668,tbl_182533,0,0
3669,tbl_389276,12,0
3670,tbl_144969,12,0
3671,tbl_115479,0,0
3672,tbl_122494,12,0
3673,tbl_122950,22,0
3674,tbl_161836,12,0
3675,tbl_162163,0,6
3676,tbl_162237,0,8
3677,tbl_162533,0,0
3678,tbl_8080,24,0
3679,tbl_56821,22,12
3680,tbl_56822,0,0
3681,tbl_93625,12,0
3682,tbl_93624,0,0
3683,tbl_168141,26,0
3684,tbl_168142,0,0
3685,tbl_53936,22,0
3686,tbl_53937,0,0
3687,tbl_134763,0,0
3688,tbl_211182,0,0
3689,tbl_129372,12,0
3690,tbl_129750,22,0
3691,tbl_129875,12,0
3692,tbl_14664,28,0
3693,tbl_48317,0,0
3694,tbl_64066,24,2
3695,tbl_64067,0,0
3696,tbl_10565,11,0
3697,tbl_65040,13,0
3698,tbl_173696,0,0
3699,tbl_89029,0,0
3700,tbl_10020,24,0
3701,tbl_104181,6,0
3702,tbl_79926,0,0
3703,tbl_151763,0,5
3704,tbl_40840,11,0
3705,tbl_61701,22,0
3706,tbl_133878,12,0
3707,tbl_201211,11,0
3708,tbl_16882,0,0
3709,tbl_16881,1,0
3710,tbl_129387,12,0
3711,tbl_196129,10,0
3712,tbl_196639,10,0
3713,tbl_197547,24,0
3714,tbl_197549,24,0
3715,tbl_197556,24,0
3716,tbl_197844,24,0
3717,tbl_197899,0,0
3718,tbl_38324,6,0
3719,tbl_38401,6,0
3720,tbl_38478,6,0
3721,tbl_38247,6,0
3722,tbl_38555,6,0
3723,tbl_38632,6,0
3724,tbl_38709,6,0
3725,tbl_38786,6,0
3726,tbl_226028,6,0
3727,tbl_86909,0,0
3728,tbl_165617,0,0
3729,tbl_9534,24,0
3730,tbl_232283,0,0
3731,tbl_180724,13,0
3732,tbl_180723,0,0
3733,tbl_8421,24,0
3734,tbl_12620,11,0
3735,tbl_45720,10,0
3736,tbl_46251,24,2
3737,tbl_46295,0,6
3738,tbl_46303,21,2
3739,tbl_46858,0,1
3740,tbl_46985,0,0
3741,tbl_47158,0,0
3742,tbl_47159,0,0
3743,tbl_47285,0,0
3744,tbl_47287,0,0
3745,tbl_47291,0,0
3746,tbl_47293,0,0
3747,tbl_47343,24,0
3748,tbl_350170,0,0
3749,tbl_350169,17,0
3750,tbl_351352,18,0
3751,tbl_318543,0,0
3752,tbl_21057,6,0
3753,tbl_15027,29,0
3754,tbl_29903,16,0
3755,tbl_178587,0,0
3756,tbl_3605,12,0
3757,tbl_10230,0,0
3758,tbl_19165,0,0
3759,tbl_20558,0,0
3760,tbl_21659,30,11
3761,tbl_21846,0,78
3762,tbl_27308,0,2
3763,tbl_29453,0,0
3764,tbl_29684,0,2
3765,tbl_33858,12,0
3766,tbl_178284,12,0
3767,tbl_178315,11,0
3768,tbl_320868,0,0
3769,tbl_136042,13,0
3770,tbl_133822,12,0
3771,tbl_47822,32,0
3772,tbl_47823,0,0
3773,tbl_93488,13,0
3774,tbl_93802,13,0
3775,tbl_10053,24,0
3776,tbl_127738,0,0
3777,tbl_165811,12,0
3778,tbl_165850,0,0
3779,tbl_167442,0,0
3780,tbl_168378,10,0
3781,tbl_138290,11,0
3782,tbl_157824,24,0
3783,tbl_157826,0,0
3784,tbl_20663,28,0
3785,tbl_124694,0,4
3786,tbl_124812,12,0
3787,tbl_18396,6,0
3788,tbl_317896,0,0
3789,tbl_40204,2,0
3790,tbl_86877,0,0
3791,tbl_86879,0,0
3792,tbl_39233,29,0
3793,tbl_39387,29,0
3794,tbl_290434,91,0
3795,tbl_211119,56,0
3796,tbl_61171,10,0
3797,tbl_61753,21,0
3798,tbl_9320,24,0
3799,tbl_14681,16,0
3800,tbl_197494,26,0
3801,tbl_197495,0,0
3802,tbl_92042,0,0
3803,tbl_59406,0,0
3804,tbl_21583,24,0
3805,tbl_15019,30,0
3806,tbl_15018,11,0
3807,tbl_37643,16,0
3808,tbl_53537,0,0
3809,tbl_53576,22,0
3810,tbl_53817,22,4
3811,tbl_54836,22,21
3812,tbl_55025,22,5
3813,tbl_55061,22,0
3814,tbl_349284,16,0
3815,tbl_147547,24,0
3816,tbl_9851,0,0
3817,tbl_18362,0,0
3818,tbl_189194,0,4
3819,tbl_189842,2,0
3820,tbl_192223,0,0
3821,tbl_240394,177,0
3822,tbl_361935,0,0
3823,tbl_361934,272,0
3824,tbl_9864,30,23
3825,tbl_10473,0,26
3826,tbl_17721,0,49
3827,tbl_26980,1,64
3828,tbl_34769,0,18
3829,tbl_101054,22,3
3830,tbl_101058,0,3
3831,tbl_101065,22,2
3832,tbl_101075,0,1
3833,tbl_101145,22,3
3834,tbl_317934,0,0
3835,tbl_8388,24,0
3836,tbl_181062,0,4
3837,tbl_9350,24,0
3838,tbl_55435,10,0
3839,tbl_201590,11,0
3840,tbl_113694,3,0
3841,tbl_39238,37,0
3842,tbl_39392,37,0
3843,tbl_290564,104,0
3844,tbl_17633,28,0
3845,tbl_83937,0,0
3846,tbl_29208,7,0
3847,tbl_79844,13,0
3848,tbl_79843,0,0
3849,tbl_96270,0,0
3850,tbl_73530,24,0
3851,tbl_73529,0,0
3852,tbl_10753,22,0
3853,tbl_10780,26,0
3854,tbl_29966,88,0
3855,tbl_200741,4,0
3856,tbl_8512,24,0
3857,tbl_29415,576,0
3858,tbl_47714,13,0
3859,tbl_17664,22,0
3860,tbl_10426,54,0
3861,tbl_88210,0,0
3862,tbl_107310,0,0
3863,tbl_159362,12,4
3864,tbl_159364,0,0
3865,tbl_92355,0,0
3866,tbl_18754,14,0
3867,tbl_24913,0,62
3868,tbl_8413,26,0
3869,tbl_193722,0,0
3870,tbl_94919,26,0
3871,tbl_94920,0,0
3872,tbl_10033,24,0
3873,tbl_8554,24,0
3874,tbl_160720,0,0
3875,tbl_162947,0,1
3876,tbl_162950,0,0
3877,tbl_163410,20,0
3878,tbl_20861,24,0
3879,tbl_16095,28,0
3880,tbl_79141,0,0
3881,tbl_104570,0,0
3882,tbl_120968,12,0
3883,tbl_121413,22,0
3884,tbl_8406,24,0
3885,tbl_8543,24,0
3886,tbl_63176,13,0
3887,tbl_12663,11,0
3888,tbl_35031,22,0
3889,tbl_97319,8,0
3890,tbl_330428,0,632
3891,tbl_10847,50,0
3892,tbl_8407,24,0
3893,tbl_39232,36,0
3894,tbl_39386,36,0
3895,tbl_290407,108,0
3896,tbl_175982,0,0
3897,tbl_344979,12,0
3898,tbl_9379,2,0
3899,tbl_60869,10,0
3900,tbl_86192,0,0
3901,tbl_8460,22,0
3902,tbl_12296,16,0
3903,tbl_8914,6,0
3904,tbl_39477,86,0
3905,tbl_92204,12,0
3906,tbl_92207,13,0
3907,tbl_92210,12,1
3908,tbl_92257,12,0
3909,tbl_92273,13,1
3910,tbl_92278,12,0
3911,tbl_92356,13,0
3912,tbl_92358,12,45
3913,tbl_92368,12,0
3914,tbl_92369,12,0
3915,tbl_92371,13,0
3916,tbl_92373,12,0
3917,tbl_92375,12,0
3918,tbl_92386,12,0
3919,tbl_92391,12,1
3920,tbl_92820,12,0
3921,tbl_103158,22,0
3922,tbl_103282,0,0
3923,tbl_120634,22,0
3924,tbl_240447,0,155
3925,tbl_260713,51,326
3926,tbl_356327,86,0
3927,tbl_59241,13,0
3928,tbl_66476,0,0
3929,tbl_203970,0,29
3930,tbl_203996,0,11
3931,tbl_204024,0,11
3932,tbl_204066,0,11
3933,tbl_308522,85,0
3934,tbl_138272,12,0
3935,tbl_10591,13,0
3936,tbl_10593,36,0
3937,tbl_34727,12,0
3938,tbl_85005,0,0
3939,tbl_151405,0,0
3940,tbl_150234,22,0
3941,tbl_150236,0,0
3942,tbl_164383,0,0
3943,tbl_164537,0,0
3944,tbl_164575,0,0
3945,tbl_164701,0,0
3946,tbl_164750,0,0
3947,tbl_164792,0,0
3948,tbl_165276,24,0
3949,tbl_165390,13,0
3950,tbl_15926,24,0
3951,tbl_8376,24,0
3952,tbl_136060,27,0
3953,tbl_29899,16,0
3954,tbl_178582,17,0
3955,tbl_124761,0,4
3956,tbl_149772,22,0
3957,tbl_19025,18,0
3958,tbl_8264,18,0
3959,tbl_8299,16,0
3960,tbl_10378,112,0
3961,tbl_37679,13,0
3962,tbl_130132,0,0
3963,tbl_349824,13,0
3964,tbl_15314,1,0
3965,tbl_15313,1,0
3966,tbl_10446,54,0
3967,tbl_21568,26,0
3968,tbl_209665,11,0
3969,tbl_209666,0,0
3970,tbl_379611,22,0
3971,tbl_15989,26,0
3972,tbl_40200,2,0
3973,tbl_82808,0,0
3974,tbl_82810,0,0
3975,tbl_7208,0,10
3976,tbl_240777,0,0
3977,tbl_15913,28,0
3978,tbl_206343,8,0
3979,tbl_109235,0,0
3980,tbl_10009,24,0
3981,tbl_193761,0,0
3982,tbl_12464,4,0
3983,tbl_15667,24,0
3984,tbl_200429,0,0
3985,tbl_28443,11,0
3986,tbl_209716,11,0
3987,tbl_16037,14,0
3988,tbl_104941,22,0
3989,tbl_104940,0,0
3990,tbl_88027,0,0
3991,tbl_84612,12,0
3992,tbl_12059,30,0
3993,tbl_15963,24,0
3994,tbl_10024,22,0
3995,tbl_11596,2,0
3996,tbl_17672,22,0
3997,tbl_9313,24,0
3998,tbl_12707,3,0
3999,tbl_35053,6,0
4000,tbl_10371,18,0
4001,tbl_10750,24,0
4002,tbl_142823,0,0
4003,tbl_105499,6,0
4004,tbl_102822,12,0
4005,tbl_98677,27,0
4006,tbl_39088,32,0
4007,tbl_39165,160,0
4008,tbl_290668,0,0
4009,tbl_290667,96,0
4010,tbl_160857,26,0
4011,tbl_20684,12,0
4012,tbl_107180,0,0
4013,tbl_17654,16,0
4014,tbl_8073,28,0
4015,tbl_92067,0,0
4016,tbl_84681,12,0
4017,tbl_51087,0,0
4018,tbl_159591,22,0
4019,tbl_159592,0,0
4020,tbl_194845,6,21
4021,tbl_194847,0,0
4022,tbl_113452,16,0
4023,tbl_80776,12,0
4024,tbl_80775,0,0
4025,tbl_86459,0,4
4026,tbl_84138,0,0
4027,tbl_169810,10,0
4028,tbl_170362,10,0
4029,tbl_171055,26,12
4030,tbl_171294,0,0
4031,tbl_171387,0,0
4032,tbl_115861,0,0
4033,tbl_115996,0,0
4034,tbl_116011,0,0
4035,tbl_116069,0,1
4036,tbl_116110,0,0
4037,tbl_116112,0,0
4038,tbl_116116,0,0
4039,tbl_116118,0,0
4040,tbl_257579,13,0
4041,tbl_214656,0,566
4042,tbl_147994,22,0
4043,tbl_147993,0,0
4044,tbl_84753,0,0
4045,tbl_79116,24,0
4046,tbl_79115,0,0
4047,tbl_78705,14,0
4048,tbl_78704,0,0
4049,tbl_176688,22,0
4050,tbl_176676,22,0
4051,tbl_106446,22,0
4052,tbl_21326,0,569
4053,tbl_211512,0,21
4054,tbl_87959,13,0
4055,tbl_87958,0,0
4056,tbl_143098,26,0
4057,tbl_143096,0,0
4058,tbl_101063,0,0
4059,tbl_66654,24,0
4060,tbl_66652,0,0
4061,tbl_163400,7,0
4062,tbl_33183,0,1510
4063,tbl_211427,0,1520
4064,tbl_178406,12,0
4065,tbl_178405,0,0
4066,tbl_21905,0,494
4067,tbl_161891,12,0
4068,tbl_146929,22,0
4069,tbl_12411,24,0
4070,tbl_16025,28,0
4071,tbl_106506,22,1
4072,tbl_259239,0,0
4073,tbl_95635,24,0
4074,tbl_95636,0,0
4075,tbl_92668,12,0
4076,tbl_92669,0,0
4077,tbl_92385,0,0
4078,tbl_176968,22,0
4079,tbl_197563,24,0
4080,tbl_206868,22,0
4081,tbl_33599,0,531
4082,tbl_230190,0,0
4083,tbl_83732,0,0
4084,tbl_106509,0,0
4085,tbl_364554,14,0
4086,tbl_177848,22,0
4087,tbl_177846,0,0
4088,tbl_180652,0,10
4089,tbl_119234,0,0
4090,tbl_74774,24,0
4091,tbl_52482,0,0
4092,tbl_176264,22,0
4093,tbl_51085,68,0
4094,tbl_54628,0,0
4095,tbl_211263,22,0
4096,tbl_281182,11,0
4097,tbl_281216,11,0
4098,tbl_211489,0,0
4099,tbl_144783,0,2
4100,tbl_137601,0,0
4101,tbl_135532,0,0
4102,tbl_66680,24,0
4103,tbl_66679,0,0
4104,tbl_203938,22,0
4105,tbl_172099,28,0
4106,tbl_195551,0,0
4107,tbl_114820,16,0
4108,tbl_67462,0,0
4109,tbl_208435,0,0
4110,tbl_77242,12,0
4111,tbl_172228,26,0
4112,tbl_194345,11,7
4113,tbl_31382,0,0
4114,tbl_31432,1,0
4115,tbl_268017,0,0
4116,tbl_17890,0,0
4117,tbl_18108,3,0
4118,tbl_8071,28,0
4119,tbl_79114,28,0
4120,tbl_79113,0,0
4121,tbl_210835,12,2
4122,tbl_210834,6,0
4123,tbl_13803,0,2
4124,tbl_13896,3,0
4125,tbl_165174,24,0
4126,tbl_74050,0,0
4127,tbl_206870,22,0
4128,tbl_48621,0,2
4129,tbl_118583,22,0
4130,tbl_200325,24,0
4131,tbl_95682,26,5
4132,tbl_49152,32,0
4133,tbl_119127,0,0
4134,tbl_8571,50,0
4135,tbl_89163,0,0
4136,tbl_168144,36,0
4137,tbl_168143,0,0
4138,tbl_90872,4,0
4139,tbl_71739,24,0
4140,tbl_71740,0,0
4141,tbl_173034,26,0
4142,tbl_108888,26,0
4143,tbl_198214,0,11
4144,tbl_92324,12,0
4145,tbl_21522,22,0
4146,tbl_123575,22,0
4147,tbl_198275,13,20
4148,tbl_201751,18,0
4149,tbl_144700,24,0
4150,tbl_206928,16,0
4151,tbl_206929,0,0
4152,tbl_119230,6,0
4153,tbl_221930,3,0
4154,tbl_106029,0,0
4155,tbl_151734,22,0
4156,tbl_151735,0,0
4157,tbl_8106,22,0
4158,tbl_90370,14,0
4159,tbl_90369,0,0
4160,tbl_210872,22,0
4161,tbl_20701,22,0
4162,tbl_11413,12,0
4163,tbl_88822,12,6
4164,tbl_88826,12,1
4165,tbl_89073,11,1
4166,tbl_89366,11,0
4167,tbl_89408,12,1
4168,tbl_114695,0,0
4169,tbl_76477,0,0
4170,tbl_76499,12,0
4171,tbl_148964,22,0
4172,tbl_31033,1,0
4173,tbl_158878,11,0
4174,tbl_19985,24,0
4175,tbl_21914,0,8
4176,tbl_155188,26,6
4177,tbl_25599,0,22
4178,tbl_159398,11,0
4179,tbl_159399,0,0
4180,tbl_48465,0,2
4181,tbl_23770,0,20
4182,tbl_231865,11,0
4183,tbl_231898,0,0
4184,tbl_196076,30,5
4185,tbl_197634,24,41
4186,tbl_12167,0,702
4187,tbl_55088,10,0
4188,tbl_112781,0,0
4189,tbl_210951,22,0
4190,tbl_172267,28,0
4191,tbl_172268,0,0
4192,tbl_96756,22,0
4193,tbl_116510,0,0
4194,tbl_44933,0,20
4195,tbl_44896,0,42
4196,tbl_158267,0,47
4197,tbl_158374,0,47
4198,tbl_158460,0,47
4199,tbl_15583,1,0
4200,tbl_15582,1,0
4201,tbl_150805,22,0
4202,tbl_24696,0,468
4203,tbl_380497,0,0
4204,tbl_44739,0,139
4205,tbl_119735,24,0
4206,tbl_119734,0,0
4207,tbl_155755,11,1
4208,tbl_47217,24,0
4209,tbl_172519,28,0
4210,tbl_55059,0,0
4211,tbl_9989,0,444
4212,tbl_122346,22,0
4213,tbl_62750,0,0
4214,tbl_115950,0,0
4215,tbl_133409,20,0
4216,tbl_133407,0,0
4217,tbl_241732,18,0
4218,tbl_241764,0,0
4219,tbl_21898,0,494
4220,tbl_19983,24,0
4221,tbl_134159,22,0
4222,tbl_203118,9,0
4223,tbl_203117,0,0
4224,tbl_20824,24,0
4225,tbl_194104,7,45
4226,tbl_194106,0,0
4227,tbl_51853,0,0
4228,tbl_159613,22,0
4229,tbl_18592,12,0
4230,tbl_33486,0,42
4231,tbl_74691,24,0
4232,tbl_110710,22,0
4233,tbl_133871,12,0
4234,tbl_129725,0,0
4235,tbl_92625,11,1
4236,tbl_92626,0,0
4237,tbl_22189,0,4359
4238,tbl_132195,22,0
4239,tbl_131970,20,0
4240,tbl_131968,0,0
4241,tbl_159624,0,0
4242,tbl_83208,26,0
4243,tbl_8257,0,590
4244,tbl_280352,0,0
4245,tbl_202402,33,0
4246,tbl_139662,0,0
4247,tbl_79414,13,0
4248,tbl_161032,26,0
4249,tbl_119403,0,0
4250,tbl_195431,22,0
4251,tbl_195432,0,0
4252,tbl_303036,5,0
4253,tbl_303069,5,0
4254,tbl_111612,0,0
4255,tbl_124470,24,0
4256,tbl_20567,18,0
4257,tbl_143086,26,0
4258,tbl_78517,13,0
4259,tbl_10458,52,0
4260,tbl_74697,0,0
4261,tbl_150020,22,0
4262,tbl_62042,22,0
4263,tbl_62041,0,0
4264,tbl_203737,11,0
4265,tbl_203736,0,0
4266,tbl_153385,22,0
4267,tbl_25680,0,10
4268,tbl_15647,301,2
4269,tbl_113701,12,0
4270,tbl_114130,0,0
4271,tbl_209627,0,0
4272,tbl_78887,14,1
4273,tbl_195265,24,0
4274,tbl_111310,10,0
4275,tbl_111309,0,0
4276,tbl_92041,24,0
4277,tbl_61697,22,0
4278,tbl_61698,0,0
4279,tbl_135818,0,0
4280,tbl_57437,24,0
4281,tbl_57439,0,0
4282,tbl_10036,22,0
4283,tbl_78113,13,0
4284,tbl_78114,0,0
4285,tbl_94448,13,0
4286,tbl_94449,0,0
4287,tbl_330927,0,0
4288,tbl_8920,6,0
4289,tbl_170445,13,0
4290,tbl_158454,0,0
4291,tbl_158725,8,0
4292,tbl_230990,13,0
4293,tbl_231024,0,0
4294,tbl_20772,22,0
4295,tbl_308589,0,0
4296,tbl_155211,24,0
4297,tbl_135575,22,0
4298,tbl_75197,0,0
4299,tbl_75220,12,0
4300,tbl_80079,13,0
4301,tbl_80078,0,0
4302,tbl_154788,6,0
4303,tbl_110245,22,0
4304,tbl_110246,0,0
4305,tbl_108954,26,0
4306,tbl_18803,24,0
4307,tbl_68686,0,7
4308,tbl_175537,0,0
4309,tbl_52590,26,0
4310,tbl_52591,0,0
4311,tbl_177148,22,0
4312,tbl_24641,0,102
4313,tbl_84877,12,0
4314,tbl_8518,24,0
4315,tbl_284190,0,0
4316,tbl_284193,5,0
4317,tbl_201616,11,0
4318,tbl_224707,3,0
4319,tbl_195454,0,0
4320,tbl_129716,22,1
4321,tbl_42632,0,3463
4322,tbl_66548,0,2
4323,tbl_198140,0,0
4324,tbl_173948,0,0
4325,tbl_49096,24,12
4326,tbl_124029,12,0
4327,tbl_124485,26,0
4328,tbl_137908,24,0
4329,tbl_138869,22,0
4330,tbl_309910,3,0
4331,tbl_309942,3,0
4332,tbl_181101,0,4
4333,tbl_149194,24,0
4334,tbl_195555,26,0
4335,tbl_106519,0,0
4336,tbl_175933,22,0
4337,tbl_73306,0,0
4338,tbl_26470,0,1544
4339,tbl_48736,0,0
4340,tbl_49999,0,0
4341,tbl_132551,20,2
4342,tbl_82845,0,0
4343,tbl_90224,0,0
4344,tbl_19154,0,0
4345,tbl_45248,331,0
4346,tbl_345715,0,0
4347,tbl_351302,33,0
4348,tbl_351347,15,0
4349,tbl_143608,22,0
4350,tbl_121822,12,0
4351,tbl_10832,24,0
4352,tbl_25826,0,196
4353,tbl_21396,0,567
4354,tbl_121291,0,0
4355,tbl_80502,13,0
4356,tbl_165615,24,0
4357,tbl_209603,20,0
4358,tbl_126417,0,0
4359,tbl_119003,22,0
4360,tbl_106030,22,1
4361,tbl_144733,24,0
4362,tbl_144732,0,0
4363,tbl_93561,0,0
4364,tbl_91954,0,0
4365,tbl_88301,24,0
4366,tbl_88302,0,0
4367,tbl_280743,12,0
4368,tbl_61188,27,0
4369,tbl_52959,26,12
4370,tbl_211705,0,123
4371,tbl_211706,0,218
4372,tbl_147352,0,0
4373,tbl_195556,0,0
4374,tbl_16092,28,0
4375,tbl_91732,26,0
4376,tbl_211522,0,38
4377,tbl_158083,2,0
4378,tbl_146923,22,0
4379,tbl_53613,22,0
4380,tbl_155241,20,0
4381,tbl_169119,0,0
4382,tbl_116862,22,15
4383,tbl_181130,0,0
4384,tbl_181165,0,0
4385,tbl_19215,3,0
4386,tbl_69690,12,0
4387,tbl_69689,0,0
4388,tbl_152478,22,0
4389,tbl_152479,0,0
4390,tbl_344482,0,0
4391,tbl_152089,22,0
4392,tbl_135370,24,1
